date,day,week,ipeds_id,university,enrollment,url,total_tests,positive_tests
2021-01-22,Friday,24,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,1.0
2021-01-23,Saturday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,0.0
2021-01-24,Sunday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,1.0
2021-01-25,Monday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,0.0
2021-01-26,Tuesday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,1.0
2021-01-27,Wednesday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,0.0
2021-01-28,Thursday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,288.0,1.0
2021-01-29,Friday,25,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,300.0,0.0
2021-01-30,Saturday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,289.0,1.0
2021-01-31,Sunday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,300.0,0.0
2021-02-01,Monday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,433.0,2.0
2021-02-02,Tuesday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,176.0,0.0
2021-02-03,Wednesday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,5.0,0.0
2021-02-04,Thursday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,427.0,0.0
2021-02-05,Friday,26,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,0.0,1.0
2021-02-06,Saturday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,127.0,1.0
2021-02-07,Sunday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,127.0,0.0
2021-02-08,Monday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,500.0,0.0
2021-02-09,Tuesday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,6.0,2.0
2021-02-10,Wednesday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,223.0,2.0
2021-02-11,Thursday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,423.0,0.0
2021-02-12,Friday,27,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,644.0,1.0
2021-02-13,Saturday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,643.0,1.0
2021-02-14,Sunday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,644.0,1.0
2021-02-15,Monday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,429.0,0.0
2021-02-16,Tuesday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,1072.0,0.0
2021-02-17,Wednesday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,201.0,2.0
2021-02-18,Thursday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,1113.0,0.0
2021-02-19,Friday,28,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,105.0,0.0
2021-02-20,Saturday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,105.0,0.0
2021-02-21,Sunday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,1503.0,4.0
2021-02-22,Monday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,408.0,1.0
2021-02-23,Tuesday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,652.0,0.0
2021-02-24,Wednesday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,651.0,1.0
2021-02-25,Thursday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,11.0,0.0
2021-02-26,Friday,29,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,950.0,3.0
2021-02-27,Saturday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,950.0,3.0
2021-02-28,Sunday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,952.0,2.0
2021-03-01,Monday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,227.0,1.0
2021-03-02,Tuesday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,200.0,0.0
2021-03-03,Wednesday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,801.0,0.0
