date,day,week,university,enrollment,url,total_tests,positive_tests
2020-08-17,Monday,2,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,17.0,0.0
2020-08-18,Tuesday,2,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,38.0,0.0
2020-08-19,Wednesday,2,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-20,Thursday,2,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,35.0,0.0
2020-08-21,Friday,2,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-22,Saturday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-23,Sunday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-24,Monday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,39.0,0.0
2020-08-25,Tuesday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-26,Wednesday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,29.0,0.0
2020-08-27,Thursday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,22.0,0.0
2020-08-28,Friday,3,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-29,Saturday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,51.0,0.0
2020-08-30,Sunday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-31,Monday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,128.0,0.0
2020-09-01,Tuesday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-02,Wednesday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,127.0,0.0
2020-09-03,Thursday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,123.0,0.0
2020-09-04,Friday,4,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-05,Saturday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-06,Sunday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-07,Monday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-08,Tuesday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,148.0,0.0
2020-09-09,Wednesday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,64.0,0.0
2020-09-10,Thursday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,142.0,0.0
2020-09-11,Friday,5,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-12,Saturday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-13,Sunday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-14,Monday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,117.0,0.0
2020-09-15,Tuesday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-16,Wednesday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,103.0,0.0
2020-09-17,Thursday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,121.0,0.0
2020-09-18,Friday,6,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-19,Saturday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-20,Sunday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-21,Monday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,137.0,0.0
2020-09-22,Tuesday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-23,Wednesday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,100.0,0.0
2020-09-24,Thursday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,120.0,0.0
2020-09-25,Friday,7,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-26,Saturday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-27,Sunday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-28,Monday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,143.0,0.0
2020-09-29,Tuesday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-09-30,Wednesday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,93.0,1.0
2020-10-01,Thursday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,126.0,0.0
2020-10-02,Friday,8,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-03,Saturday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-04,Sunday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-05,Monday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,140.0,1.0
2020-10-06,Tuesday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-07,Wednesday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,82.0,0.0
2020-10-08,Thursday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,140.0,0.0
2020-10-09,Friday,9,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-10,Saturday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-11,Sunday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-12,Monday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,132.0,0.0
2020-10-13,Tuesday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-14,Wednesday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,99.0,1.0
2020-10-15,Thursday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,143.0,0.0
2020-10-16,Friday,10,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-17,Saturday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-18,Sunday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-19,Monday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,150.0,0.0
2020-10-20,Tuesday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-21,Wednesday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,94.0,0.0
2020-10-22,Thursday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,113.0,0.0
2020-10-23,Friday,11,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-24,Saturday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-25,Sunday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-26,Monday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,137.0,1.0
2020-10-27,Tuesday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-28,Wednesday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,85.0,1.0
2020-10-29,Thursday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,140.0,1.0
2020-10-30,Friday,12,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-10-31,Saturday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-01,Sunday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-02,Monday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,151.0,1.0
2020-11-03,Tuesday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-04,Wednesday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,95.0,1.0
2020-11-05,Thursday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,136.0,0.0
2020-11-06,Friday,13,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-07,Saturday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-08,Sunday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-09,Monday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,162.0,0.0
2020-11-10,Tuesday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-11,Wednesday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-12,Thursday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,163.0,0.0
2020-11-13,Friday,14,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-14,Saturday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-15,Sunday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-16,Monday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,159.0,0.0
2020-11-17,Tuesday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-18,Wednesday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,64.0,0.0
2020-11-19,Thursday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,126.0,0.0
2020-11-20,Friday,15,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-21,Saturday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-22,Sunday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-23,Monday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,119.0,0.0
2020-11-24,Tuesday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-25,Wednesday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-26,Thursday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-27,Friday,16,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-28,Saturday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-29,Sunday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-11-30,Monday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,5.0,0.0
2020-12-01,Tuesday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-02,Wednesday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,71.0,0.0
2020-12-03,Thursday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-04,Friday,17,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-05,Saturday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-06,Sunday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-07,Monday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-08,Tuesday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-09,Wednesday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-10,Thursday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-11,Friday,18,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-12,Saturday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-13,Sunday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-14,Monday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,10.0,0.0
2020-12-15,Tuesday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-16,Wednesday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,74.0,1.0
2020-12-17,Thursday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-18,Friday,19,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-19,Saturday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-20,Sunday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-21,Monday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-22,Tuesday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-23,Wednesday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-24,Thursday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-25,Friday,20,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-26,Saturday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-27,Sunday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-28,Monday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-29,Tuesday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,45.0,4.0
2020-12-30,Wednesday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-12-31,Thursday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-01,Friday,21,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-02,Saturday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-03,Sunday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-04,Monday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,8.0,0.0
2021-01-05,Tuesday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-06,Wednesday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,69.0,0.0
2021-01-07,Thursday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-08,Friday,22,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-09,Saturday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-10,Sunday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-11,Monday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,7.0,0.0
2021-01-12,Tuesday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-13,Wednesday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,65.0,0.0
2021-01-14,Thursday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-15,Friday,23,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-16,Saturday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-17,Sunday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-18,Monday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-19,Tuesday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-20,Wednesday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,76.0,0.0
2021-01-21,Thursday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-22,Friday,24,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,14.0,0.0
2021-01-23,Saturday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-24,Sunday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-25,Monday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-26,Tuesday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-01-27,Wednesday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,101.0,0.0
2021-01-28,Thursday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,64.0,0.0
2021-01-29,Friday,25,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,46.0,0.0
2021-01-30,Saturday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,76.0,0.0
2021-01-31,Sunday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,83.0,0.0
2021-02-01,Monday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,86.0,0.0
2021-02-02,Tuesday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,226.0,0.0
2021-02-03,Wednesday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-04,Thursday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,80.0,1.0
2021-02-05,Friday,26,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,90.0,0.0
2021-02-06,Saturday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-07,Sunday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-08,Monday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,163.0,0.0
2021-02-09,Tuesday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,86.0,0.0
2021-02-10,Wednesday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,126.0,0.0
2021-02-11,Thursday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,136.0,0.0
2021-02-12,Friday,27,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,66.0,0.0
2021-02-13,Saturday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-14,Sunday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-15,Monday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-16,Tuesday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-17,Wednesday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-18,Thursday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-19,Friday,28,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-20,Saturday,29,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2021-02-21,Sunday,29,Simmons University,6082,https://www.simmons.edu/coronavirus/protecting-our-community/testing-dashboard,0.0,0.0
2020-08-01,Saturday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-02,Sunday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-03,Monday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-04,Tuesday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-05,Wednesday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-06,Thursday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-07,Friday,0,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-08,Saturday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-09,Sunday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-10,Monday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-11,Tuesday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-12,Wednesday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-13,Thursday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-14,Friday,1,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-15,Saturday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-16,Sunday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-17,Monday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-18,Tuesday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-19,Wednesday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-20,Thursday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-21,Friday,2,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-22,Saturday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-23,Sunday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-24,Monday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-25,Tuesday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-26,Wednesday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-27,Thursday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-28,Friday,3,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-29,Saturday,4,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-30,Sunday,4,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
2020-08-31,Monday,4,Massachusetts College of Art and Design,2087,https://massart.edu/covid-19-campus-dashboard,0.0,0.0
